Product_Name,Sub_Fund_Name,Issuer,Auth_Date,Doc,Deriv_Fund,Product_ID,Sub_Fund_ID,doc_url
BlackRock Global Funds (AAR239),ESG Flex Choice Moderate Fund (BRY124),BlackRock (Luxembourg) S.A.,10/1/2022,Offering Documents,No,AAR239,BRY124,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRY124&docType=OD
Schroder International Selection Fund (AEU509),Sustainable Multi-Asset Income (BRV480),Schroder Investment Management (Europe) S.A.,10/1/2022,Offering Documents,No,AEU509,BRV480,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV480&docType=OD
AB (HK) Unit Trust Series (BFF199),AB (HK) All Market Income Portfolio (BRV468),AllianceBernstein Hong Kong Limited,29/12/2021,Offering Documents,No,BFF199,BRV468,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV468&docType=OD
AB (HK) Unit Trust Series (BFF199),AB (HK) Asia Income Opportunities Portfolio (BRV469),AllianceBernstein Hong Kong Limited,29/12/2021,Offering Documents,No,BFF199,BRV469,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV469&docType=OD
AB (HK) Unit Trust Series (BFF199),AB (HK) Low Volatility Equity Portfolio (BRV470),AllianceBernstein Hong Kong Limited,29/12/2021,Offering Documents,No,BFF199,BRV470,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV470&docType=OD
Barings International Umbrella Fund (AAV969),Barings Eastern Europe Fund (BRV111),Baring International Fund Managers (Ireland) Limited,28/12/2021, ,No,AAV969,BRV111,
Barings International Umbrella Fund (AAV969),Barings Global Emerging Markets Fund (BRV112),Baring International Fund Managers (Ireland) Limited,28/12/2021, ,No,AAV969,BRV112,
Barings International Umbrella Fund (AAV969),Barings Global Leaders Fund (BRV113),Baring International Fund Managers (Ireland) Limited,28/12/2021, ,No,AAV969,BRV113,
Barings International Umbrella Fund (AAV969),Barings Global Resources Fund (BRV114),Baring International Fund Managers (Ireland) Limited,28/12/2021, ,No,AAV969,BRV114,
Barings International Umbrella Fund (AAV969),Barings Latin America Fund (BRV115),Baring International Fund Managers (Ireland) Limited,28/12/2021, ,No,AAV969,BRV115,
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Global Equity Sustainable Healthcare (BRJ482),HSBC Investment Funds (Luxembourg) S.A.,22/12/2021,Offering Documents,No,AAU032,BRJ482,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRJ482&docType=OD
ZEAL Investment Series (BGA632),ZEAL Income Plus Fund (BRQ957),Zeal Asset Management Limited,17/12/2021, ,No,BGA632,BRQ957,
BNP Paribas Funds (AEK802),BNP Paribas Funds Ecosystem Restoration (BRV085),BNP Paribas ASSET MANAGEMENT Luxembourg,13/12/2021,Offering Documents,No,AEK802,BRV085,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV085&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds SMaRT Food (BRV086),BNP Paribas ASSET MANAGEMENT Luxembourg,13/12/2021,Offering Documents,No,AEK802,BRV086,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV086&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Multi-Asset Balanced (BRV083),BNP Paribas ASSET MANAGEMENT Luxembourg,13/12/2021,Offering Documents,No,AEK802,BRV083,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV083&docType=OD
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Multi-Asset Growth (BRV084),BNP Paribas ASSET MANAGEMENT Luxembourg,13/12/2021,Offering Documents,No,AEK802,BRV084,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV084&docType=OD
Franklin Templeton Investment Funds (ACG318),Templeton China A-Shares Fund (BRS929),Franklin Templeton International Services S.a.r.l.,13/12/2021,Offering Documents,No,ACG318,BRS929,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS929&docType=OD
Ninety One Global Strategy Fund (AAQ612),Asia Pacific Franchise Fund (BRV725),Ninety One Luxembourg S.A.,13/12/2021,Offering Documents,No,AAQ612,BRV725,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV725&docType=OD
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Asia Pacific Leaders Sustainability Fund (BRS702),Board of Director - First Sentier Investors Global Umbrella Fund plc,10/12/2021,Offering Documents,No,AER758,BRS702,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS702&docType=OD
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Asia Pacific Sustainability Fund (BRS704),Board of Director - First Sentier Investors Global Umbrella Fund plc,10/12/2021,Offering Documents,No,AER758,BRS704,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS704&docType=OD
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Global Emerging Markets Sustainability Fund (BRS703),Board of Director - First Sentier Investors Global Umbrella Fund plc,10/12/2021,Offering Documents,No,AER758,BRS703,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS703&docType=OD
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Greater China Enhanced Return Bond Fund (BRR570),"Bosera Asset Management (International) Co., Limited",8/12/2021,Offering Documents,No,BRK534,BRR570,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRR570&docType=OD
Principal Prosperity Series (AHX979),Principal Sustainable Asian Allocation Fund (BRS093),Principal Asset Management Company (Asia) Limited,6/12/2021,Offering Documents,No,AHX979,BRS093,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS093&docType=OD
Principal Prosperity Series (AHX979),Principal Sustainable Asian Income Fund (BRS091),Principal Asset Management Company (Asia) Limited,6/12/2021,Offering Documents,No,AHX979,BRS091,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS091&docType=OD
ChinaAMC Fund (BCC108),ChinaAMC New Horizon China A Share Fund (BRS967),FundRock Management Company S.A.,24/11/2021,Offering Documents,No,BCC108,BRS967,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS967&docType=OD
AB SICAV I (ANP585),Sustainable US Thematic Portfolio (BRQ994),AllianceBernstein (Luxembourg) S.a.r.l.,18/11/2021,Offering Documents,No,ANP585,BRQ994,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRQ994&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Global Healthcare Fund (BRP163),JPMorgan Asset Management (Europe) S.a'r.l.,25/10/2021,Offering Documents,No,ACS938,BRP163,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRP163&docType=OD
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential FTSE MPF China A Index Fund (BRN839),BOCI-Prudential Asset Management Limited,15/10/2021,Offering Documents,No,AUX026,BRN839,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRN839&docType=OD
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),,"Bosera Asset Management (International) Co., Limited",15/10/2021,Offering Documents,,BRK534,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Zeal Hong Kong Equity Plus Fund (BRK536),"Bosera Asset Management (International) Co., Limited",15/10/2021,Offering Documents,No,BRK534,BRK536,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRK536&docType=OD
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Global Corporate Bond Fund (BRE073),FIL Investment Management (Hong Kong) Limited,5/10/2021,Offering Documents,No,AFH923,BRE073,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRE073&docType=OD
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - RetireEasy Fund (BRE072),FIL Investment Management (Hong Kong) Limited,5/10/2021,Offering Documents,No,AFH923,BRE072,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRE072&docType=OD
CMBC Aggregate Fund (BPM389),CMBC Aggregate Greater China Strategy Fund (BRK074),CMBC Asset Management Company Limited,15/9/2021,Offering Documents,No,BPM389,BRK074,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRK074&docType=OD
Aberdeen Standard Liquidity Fund (Lux) (BRB594),,Abrdn Investments Luxembourg S.A.,8/9/2021,Offering Documents,,BRB594,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Aberdeen Standard Liquidity Fund (Lux) (BRB594),Aberdeen Standard Liquidity Fund (Lux) - US Dollar Fund (BRB596),Abrdn Investments Luxembourg S.A.,8/9/2021,Offering Documents,No,BRB594,BRB596,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB596&docType=OD
Taikang Kaitai Funds (BBQ508),Taikang Kaitai Hong Kong Dollar Money Market Fund (BRG187),Taikang Asset Management (Hong Kong) Company Limited,2/9/2021,Offering Documents,No,BBQ508,BRG187,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRG187&docType=OD
JPMorgan Future Transition Multi-Asset Fund (BRG614),,JPMorgan Funds (Asia) Limited,24/8/2021,Offering Documents,No,BRG614,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Legg Mason Global Funds Plc (ANO878),Legg Mason Brandywine Global Income Optimiser Fund (BRI690),Franklin Templeton International Services S.a.r.l.,24/8/2021,Offering Documents,No,ANO878,BRI690,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRI690&docType=OD
Pictet (AOY988),Pictet - Global Thematic Opportunities (BRJ321),Pictet Asset Management (Europe) S.A.,24/8/2021,Offering Documents,No,AOY988,BRJ321,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRJ321&docType=OD
Pictet (AOY988),Pictet - Human (BRJ320),Pictet Asset Management (Europe) S.A.,24/8/2021,Offering Documents,No,AOY988,BRJ320,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRJ320&docType=OD
Allianz Global Investors Choice Fund (AFH733),Allianz Choice China A-Shares Fund (BRC209),Allianz Global Investors Asia Pacific Limited,5/8/2021,Offering Documents,No,AFH733,BRC209,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRC209&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - China RMB Bond Fund (BRG453),FIL Investment Management (Luxembourg) S.A.,2/8/2021,Offering Documents,No,AAV264,BRG453,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRG453&docType=OD
Eastspring Investments (APD368),Eastspring Investments - Asia Sustainable Bond Fund (BRH008),Eastspring Investments (Luxembourg) S.A.,27/7/2021,Offering Documents,No,APD368,BRH008,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRH008&docType=OD
HSBC Collective Investment Trust (BBR113),HSBC Global Sustainable Multi-Asset Income Fund (BRF681),HSBC Investment Funds (Hong Kong) Limited,19/7/2021,Offering Documents,No,BBR113,BRF681,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRF681&docType=OD
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Ultra Short Duration Bond (BRE374),HSBC Investment Funds (Luxembourg) S.A.,16/7/2021,Offering Documents,No,AAU032,BRE374,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRE374&docType=OD
Amundi Funds (AGC783),Emerging Markets Green Bond (BRG218),Amundi Luxembourg S.A.,14/7/2021,Offering Documents,No,AGC783,BRG218,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRG218&docType=OD
Eastspring Investments (APD368),Eastspring Investments - China A Shares Growth Fund (BQW529),Eastspring Investments (Luxembourg) S.A.,12/7/2021,Offering Documents,No,APD368,BQW529,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQW529&docType=OD
Value Partners Ireland Fund ICAV (BPR817),Value Partners China A Shares Consumption Fund (BQW755),Carne Global Fund Managers (Ireland) Limited,12/7/2021,Offering Documents,No,BPR817,BQW755,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQW755&docType=OD
China Life Franklin Global Fund (BPV896),Global Growth Fund (BRD778),"China Life Franklin Asset Management Co., Limited",7/7/2021,Offering Documents,No,BPV896,BRD778,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRD778&docType=OD
China Life Franklin Global Fund (BPV896),Select High Yield Bond Fund (BRD779),"China Life Franklin Asset Management Co., Limited",7/7/2021,Offering Documents,No,BPV896,BRD779,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRD779&docType=OD
T. Rowe Price Funds SICAV (BGZ799),Global Select Equity Fund (BRD891),T. Rowe Price (Luxembourg) Management S.a r.l.,25/6/2021,Offering Documents,No,BGZ799,BRD891,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRD891&docType=OD
T. Rowe Price Funds SICAV (BGZ799),Global Value Equity Fund (BRD892),T. Rowe Price (Luxembourg) Management S.a r.l.,25/6/2021,Offering Documents,No,BGZ799,BRD892,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRD892&docType=OD
Allianz Global Investors Fund (AOY394),Allianz China A Opportunities (BRB844),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB844,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB844&docType=OD
Allianz Global Investors Fund (AOY394),Allianz China Strategic Bond (BRB845),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB845,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB845&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Global Equity Growth (BRB846),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB846,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB846&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Global Water (BRB847),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB847,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB847&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Positive Change (BRB848),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB848,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB848&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Renminbi Fixed Income (BRB849),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB849,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB849&docType=OD
Allianz Global Investors Fund (AOY394),Allianz Smart Energy (BRB850),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB850,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB850&docType=OD
Ping An of China Asset Management Fund (BQU072),,Carne Global Fund Managers (Luxembourg) S.A.,16/6/2021,Offering Documents,,BQU072,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Ping An of China Asset Management Fund (BQU072),China A-Shares AI Multi-Factor Fund (BQU073),Carne Global Fund Managers (Luxembourg) S.A.,16/6/2021,Offering Documents,No,BQU072,BQU073,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQU073&docType=OD
Ping An of China Asset Management Fund (BQU072),China Green Bond Fund (BQU074),Carne Global Fund Managers (Luxembourg) S.A.,16/6/2021,Offering Documents,No,BQU072,BQU074,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQU074&docType=OD
Ping An of China Asset Management Fund (BQU072),China High Yield Private Strategy Bond Fund (BQU075),Carne Global Fund Managers (Luxembourg) S.A.,16/6/2021,Offering Documents,No,BQU072,BQU075,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQU075&docType=OD
Ping An of China Asset Management Fund (BQU072),Emerging Market Income Fund (BQU076),Carne Global Fund Managers (Luxembourg) S.A.,16/6/2021,Offering Documents,No,BQU072,BQU076,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQU076&docType=OD
Value Partners Fund Series (BCG586),Value Partners All China Bond Fund (BQV079),Value Partners Hong Kong Limited,11/6/2021,Offering Documents,No,BCG586,BQV079,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQV079&docType=OD
Schroder Umbrella Fund II (AWW393),Schroder Global Multi-Asset Thematic Fund (BQV387),Schroder Investment Management (Hong Kong) Limited,31/5/2021,Offering Documents,No,AWW393,BQV387,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQV387&docType=OD
Invesco Funds (AAV714),Invesco Asian Investment Grade Bond Fund (BQW030),INVESCO Management S.A.,20/5/2021,Offering Documents,No,AAV714,BQW030,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQW030&docType=OD
Invesco Funds (AAV714),Invesco China Health Care Equity Fund (BQW031),INVESCO Management S.A.,20/5/2021,Offering Documents,No,AAV714,BQW031,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQW031&docType=OD
PIMCO Funds: Global Investors Series Plc (AFR656),Income Fund II (BQT657),PIMCO Global Advisors (Ireland) Limited,18/5/2021,Offering Documents,No,AFR656,BQT657,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQT657&docType=OD
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - Asian Sustainable Development Equity Fund (BQW126),Abrdn Investments Luxembourg S.A.,13/5/2021,Offering Documents,No,AAN337,BQW126,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQW126&docType=OD
Manulife Global Fund (ABG535),Manulife Global Fund - Investment Grade Preferred Securities Income Fund (BQV888),Manulife Investment Management (Ireland) Limited,5/5/2021,Offering Documents,No,ABG535,BQV888,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQV888&docType=OD
CCB Principal (HK) Multi-Strategy Series (BQO033),,"CCB Principal Asset Management (Hong Kong) Co., Limited",3/5/2021, ,,BQO033,,
CCB Principal (HK) Multi-Strategy Series (BQO033),CCB Principal (HK) Growth and Income Fund (BQO034),"CCB Principal Asset Management (Hong Kong) Co., Limited",3/5/2021, ,No,BQO033,BQO034,
CSOP ETF Series III (BQT360),CSOP Hang Seng Index ETF (BQT361)#,CSOP Asset Management Limited,30/4/2021, ,No,BQT360,BQT361)#,
