Product_Name,Sub_Fund_Name,Issuer,Auth_Date,Doc,Deriv_Fund,Product_ID,Sub_Fund_ID,doc_url
Schroder International Selection Fund (AEU509),Japanese Equity (AHF914),Schroder Investment Management (Europe) S.A.,25/3/2002,Offering Documents,No,AEU509,AHF914,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHF914&docType=OD
BEA Union Investment Series (AHE623),,BEA Union Investment Management Limited,18/1/2002,Offering Documents,,AHE623,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
JPMorgan Provident Stable Capital Fund (AHF086),,JPMorgan Funds (Asia) Limited,9/1/2002,Offering Documents,No,AHF086,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Barings Global Umbrella Fund (ABQ461),Baring Global Aggregate Bond Fund (AHC106),Baring International Fund Managers (Ireland) Limited,27/12/2001,Offering Documents,,ABQ461,AHC106,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHC106&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - Sustainable Multi Asset Income Fund (AHD660),FIL Investment Management (Luxembourg) S.A.,20/12/2001,Offering Documents,No,AAV264,AHD660,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHD660&docType=OD
Hang Seng Investment Series (AEO342),Hang Seng Hong Kong Equity Fund (AHC668),Hang Seng Investment Management Limited,14/12/2001, ,No,AEO342,AHC668,
Janus Henderson Horizon Fund (ADL924),Janus Henderson Horizon Fund - Pan European Property Equities Fund (AGN494),Janus Henderson Investors Europe S.A.,29/11/2001,Offering Documents,No,ADL924,AGN494,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGN494&docType=OD
Janus Henderson Horizon Fund (ADL924),Janus Henderson Horizon Fund – Global Technology Leaders Fund (AGN492),Janus Henderson Investors Europe S.A.,29/11/2001,Offering Documents,No,ADL924,AGN492,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGN492&docType=OD
Schroder International Selection Fund (AEU509),EURO Liquidity (AHC093),Schroder Investment Management (Europe) S.A.,2/11/2001,Offering Documents,No,AEU509,AHC093,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHC093&docType=OD
Schroder International Selection Fund (AEU509),Greater China (AHC092),Schroder Investment Management (Europe) S.A.,2/11/2001,Offering Documents,No,AEU509,AHC092,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHC092&docType=OD
Schroder International Selection Fund (AEU509),US Dollar Liquidity (AHC095),Schroder Investment Management (Europe) S.A.,2/11/2001,Offering Documents,No,AEU509,AHC095,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AHC095&docType=OD
Value Partners Intelligent Funds (AFS451),,Value Partners Limited,23/10/2001,Offering Documents,,AFS451,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Value Partners Intelligent Funds (AFS451),China Convergence Fund (AFS452),Value Partners Limited,23/10/2001,Offering Documents,No,AFS451,AFS452,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AFS452&docType=OD
PineBridge Fund Series (AFI492),PineBridge Europe Equity Fund (AGS049),PineBridge Investments Hong Kong Limited,19/10/2001,Offering Documents,No,AFI492,AGS049,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS049&docType=OD
PineBridge Fund Series (AFI492),PineBridge Japan Equity Fund (AGS051),PineBridge Investments Hong Kong Limited,19/10/2001,Offering Documents,No,AFI492,AGS051,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS051&docType=OD
PineBridge Fund Series (AFI492),PineBridge US Equity Fund (AGS048),PineBridge Investments Hong Kong Limited,19/10/2001,Offering Documents,No,AFI492,AGS048,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS048&docType=OD
BNY Mellon Global Funds plc (AGR102),,BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,,AGR102,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Asian Opportunities Fund (AGR105),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR105,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR105&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Global Bond Fund (AGR116),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR116,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR116&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Global Opportunities Fund (AGR148),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR148,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR148&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Pan European Equity Fund (AGR155),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR155,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR155&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon Small Cap Euroland Fund (AGR113),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR113,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR113&docType=OD
BNY Mellon Global Funds plc (AGR102),BNY Mellon S&P 500 Index Tracker (AGR161),BNY Mellon Fund Management (Luxembourg) S.A.,11/10/2001,Offering Documents,No,AGR102,AGR161,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGR161&docType=OD
AXA Fixed Income Fund (AGG804),AXA USD-Hedged Global Bond Fund (AGZ948),AXA Investment Managers Asia Limited,27/9/2001,Offering Documents,No,AGG804,AGZ948,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGZ948&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - US High Yield Fund (AGV237),FIL Investment Management (Luxembourg) S.A.,9/8/2001,Offering Documents,No,AAV264,AGV237,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGV237&docType=OD
Schroder International Selection Fund (AEU509),Asian Opportunities (AGW496),Schroder Investment Management (Europe) S.A.,2/8/2001,Offering Documents,No,AEU509,AGW496,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGW496&docType=OD
Hang Seng Investment Series (AEO342),Hang Seng Asian Bond Fund (AGS098),Hang Seng Investment Management Limited,24/7/2001,Offering Documents,No,AEO342,AGS098,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS098&docType=OD
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - Emerging Markets Equity Fund (AGS023),Abrdn Investments Luxembourg S.A.,23/7/2001,Offering Documents,No,AAN337,AGS023,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS023&docType=OD
Aberdeen Standard SICAV I (AAN337),Aberdeen Standard SICAV I - Select Emerging Markets Bond Fund (AGS024),Abrdn Investments Luxembourg S.A.,23/7/2001,Offering Documents,No,AAN337,AGS024,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGS024&docType=OD
FSSA China All Cap Fund (AGT168),,First Sentier Investors (Hong Kong) Limited,28/6/2001,Offering Documents,No,AGT168,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
First Sentier Investors Umbrella Funds (AGR018),,First Sentier Investors (Hong Kong) Limited,10/5/2001,Offering Documents,,AGR018,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Fidelity Funds (AAV264),Fidelity Funds - European Dynamic Growth Fund (AGQ981),FIL Investment Management (Luxembourg) S.A.,24/4/2001,Offering Documents,No,AAV264,AGQ981,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGQ981&docType=OD
Schroder International Selection Fund (AEU509),European Large Cap (AGO817),Schroder Investment Management (Europe) S.A.,9/4/2001,Offering Documents,No,AEU509,AGO817,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGO817&docType=OD
MFS Meridian Funds (ABT229),MFS Meridian Funds - Asia Ex-Japan Fund (AGH984),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH984,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH984&docType=OD
MFS Meridian Funds (ABT229),MFS Meridian Funds - Emerging Markets Debt Fund (AGH988),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH988,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH988&docType=OD
MFS Meridian Funds (ABT229),MFS Meridian Funds - European Core Equity Fund (AGH986),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH986,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH986&docType=OD
MFS Meridian Funds (ABT229),MFS Meridian Funds - European Smaller Companies Fund (AGH985),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH985,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH985&docType=OD
MFS Meridian Funds (ABT229),MFS Meridian Funds - European Value Fund (AGH992),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH992,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH992&docType=OD
MFS Meridian Funds (ABT229),MFS Meridian Funds - Japan Equity Fund (AGH990),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH990,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH990&docType=OD
MFS Meridian Funds (ABT229),MFS Meridian Funds - U.S. Value Fund (AGH989),MFS Investment Management Company (Lux) S.ar.l.,26/3/2001,Offering Documents,No,ABT229,AGH989,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH989&docType=OD
Invesco Funds (AAV714),Invesco Energy Transition Fund (AGK656),INVESCO Management S.A.,22/3/2001,Offering Documents,No,AAV714,AGK656,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGK656&docType=OD
BlackRock Global Funds (AAR239),Sustainable Energy Fund (AGL375),BlackRock (Luxembourg) S.A.,8/3/2001,Offering Documents,No,AAR239,AGL375,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGL375&docType=OD
Allianz Global Investors Choice Fund (AFH733),Allianz Choice HK$ Cash Fund (AGK160),Allianz Global Investors Asia Pacific Limited,13/2/2001,Offering Documents,No,AFH733,AGK160,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGK160&docType=OD
Barings Global Umbrella Fund (ABQ461),Barings Global Leaders Fund (AGG605),Baring International Fund Managers (Ireland) Limited,29/1/2001,Offering Documents,No,ABQ461,AGG605,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGG605&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - America Equity Fund (AGD261),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD261,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD261&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Asia Pacific Income Fund (AGD282),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD282,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD282&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - China Fund (AGD275),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD275,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD275&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Euroland Equity Fund (AGD265),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD265,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD265&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Europe Equity Fund (AGD269),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD269,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD269&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Europe Small Cap Fund (AGD270),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD270,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD270&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Global Growth Fund (AGD273),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD273,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD273&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Greater China Fund (AGD276),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD276,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD276&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Japan Equity Fund (AGD279),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD279,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD279&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - Taiwan Fund (AGD278),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD278,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD278&docType=OD
JPMorgan Funds (ACS938),JPMorgan Funds - US Technology Fund (AGD263),JPMorgan Asset Management (Europe) S.a'r.l.,17/1/2001,Offering Documents,No,ACS938,AGD263,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD263&docType=OD
Amundi Funds (AGC783),,Amundi Luxembourg S.A.,16/1/2001,Offering Documents,,AGC783,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Amundi Funds (AGC783),Asia Equity Concentrated (AGC784),Amundi Luxembourg S.A.,16/1/2001,Offering Documents,No,AGC783,AGC784,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGC784&docType=OD
Amundi Funds (AGC783),Euro High Yield Bond (AGC798),Amundi Luxembourg S.A.,16/1/2001,Offering Documents,No,AGC783,AGC798,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGC798&docType=OD
Amundi Funds (AGC783),Global Bond (AGC803),Amundi Luxembourg S.A.,16/1/2001,Offering Documents,Yes,AGC783,AGC803,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGC803&docType=OD
Morgan Stanley Investment Funds (ACT316),Morgan Stanley Investment Funds Global Brands Fund (AGH025),MSIM Fund Management (Ireland) Limited,9/1/2001,Offering Documents,No,ACT316,AGH025,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH025&docType=OD
Aberdeen Standard SICAV II (AGD813),,Abrdn Investments Luxembourg S.A.,28/12/2000,Offering Documents,,AGD813,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Aberdeen Standard SICAV II (AGD813),Aberdeen Standard SICAV II – (SLI) European Equities Fund (AGD923),Abrdn Investments Luxembourg S.A.,28/12/2000,Offering Documents,No,AGD813,AGD923,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD923&docType=OD
INVESCO Select Retirement Fund (AAQ512),Stable Growth Fund (AGJ069),Invesco Hong Kong Limited (trading as Invesco Asia Pacific),28/12/2000,Offering Documents,No,AAQ512,AGJ069,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGJ069&docType=OD
INVESCO Pooled Investment Fund (AFH279),,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),8/12/2000,Offering Documents,,AFH279,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
INVESCO Pooled Investment Fund (AFH279),Asia Fund (AFH282),Invesco Hong Kong Limited (trading as Invesco Asia Pacific),8/12/2000,Offering Documents,No,AFH279,AFH282,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AFH282&docType=OD
INVESCO Pooled Investment Fund (AFH279),HK$ Bond Fund (AFH280),Invesco Hong Kong Limited (trading as Invesco Asia Pacific),8/12/2000,Offering Documents,No,AFH279,AFH280,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AFH280&docType=OD
INVESCO Pooled Investment Fund (AFH279),HK$ Reserve Fund (AFW250),Invesco Hong Kong Limited (trading as Invesco Asia Pacific),8/12/2000,Offering Documents,No,AFH279,AFW250,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AFW250&docType=OD
INVESCO Pooled Investment Fund (AFH279),International Bond Fund (AFH510),Invesco Hong Kong Limited (trading as Invesco Asia Pacific),8/12/2000,Offering Documents,No,AFH279,AFH510,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AFH510&docType=OD
AXA Fixed Income Fund (AGG804),,AXA Investment Managers Asia Limited,1/12/2000,Offering Documents,,AGG804,,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=nan&docType=OD
Invesco Funds (AAV714),Invesco Sustainable Pan European Structured Equity Fund (AGF137),INVESCO Management S.A.,1/12/2000,Offering Documents,No,AAV714,AGF137,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGF137&docType=OD
BlackRock Global Funds (AAR239),World Energy Fund (AGD569),BlackRock (Luxembourg) S.A.,29/11/2000,Offering Documents,No,AAR239,AGD569,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD569&docType=OD
BlackRock Global Funds (AAR239),World Healthscience Fund (AGD565),BlackRock (Luxembourg) S.A.,29/11/2000,Offering Documents,No,AAR239,AGD565,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGD565&docType=OD
Ninety One Global Strategy Fund (AAQ612),Investment Grade Corporate Bond Fund (AGH362),Ninety One Luxembourg S.A.,24/11/2000,Offering Documents,Yes,AAQ612,AGH362,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AGH362&docType=OD
PineBridge Fund Series (AFI492),PineBridge Asian Fund (AFI497),PineBridge Investments Hong Kong Limited,13/11/2000,Offering Documents,No,AFI492,AFI497,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=AFI497&docType=OD
